Type,kittiSeq,vehicleId,valSeqNo,Augmentation,Seq Loss
Training,19,72,162,False,0.6871320343559641
Training,19,88,164,False,1.210660171779821
Training,57,1,165,False,0.0
Training,57,1,166,False,0.0
Training,57,1,167,False,0.0
Training,57,3,170,False,0.05
Training,57,8,173,False,0.075
Training,57,10,176,False,0.0
Training,57,10,177,False,0.25
Validation,8,8,0,False,0.9285533905932738
